Policy_Number,Premium_Written,Premium_Earned,Premium_Unearned,State_of_Coverage,Line_of_Business,Effective_Date,Expiration_Date,Commission_Rate,New_or_Renewal,Agent_Name,State_Tax_Rate,Commission_Basis,Reinsurance_premium_rate
CA10000417804,17649,2941.5,14707.5,TN,COMMERCIAL AUTOMOBILE,8/1/2019,8/1/2020,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0.0
CA10000418303,-285,12684.37,0.0,MO,COMMERCIAL AUTOMOBILE,8/1/2018,8/1/2019,0.0015,R,BXS INSURANCE INC,0.02,WRITTEN,0.0
CA10000418303,-168,5074.85,0.0,MO,COMMERCIAL AUTOMOBILE,8/1/2018,8/1/2019,0.0015,R,BXS INSURANCE INC,0.02,WRITTEN,0.0
CA10000418304,24123,4007.86,20115.14,MO,COMMERCIAL AUTOMOBILE,8/1/2019,8/1/2020,0.0015,R,BXS INSURANCE INC,0.02,WRITTEN,0.0
CA10000418304,9465,1575.84,7889.16,MO,COMMERCIAL AUTOMOBILE,8/1/2019,8/1/2020,0.0015,R,BXS INSURANCE INC,0.02,WRITTEN,0.0
CA10000421303,-3859,13371.53,0.0,MS,COMMERCIAL AUTOMOBILE,8/26/2018,8/26/2019,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.028999999999999998,WRITTEN,0.0
CA10000421303,-89,1108.34,0.0,MS,COMMERCIAL AUTOMOBILE,8/26/2018,8/26/2019,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.028999999999999998,WRITTEN,0.0
CA10000421303,-22,250.06,0.0,MS,COMMERCIAL AUTOMOBILE,8/26/2018,8/26/2019,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.028999999999999998,WRITTEN,0.0
CA10000421304,469,46.13,422.87,MS,COMMERCIAL AUTOMOBILE,8/26/2019,8/26/2020,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.028999999999999998,WRITTEN,0.8
CA10000421304,25125,2471.31,22653.69,MS,COMMERCIAL AUTOMOBILE,8/26/2019,8/26/2020,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.028999999999999998,WRITTEN,0.8
CA10000421304,1764,173.51,1590.49,MS,COMMERCIAL AUTOMOBILE,8/26/2019,8/26/2020,0.0015,R,ATLANTIC PACIFIC INSURANCE INC/AG,0.028999999999999998,WRITTEN,0.8
CA10000421702,3300,6228.48,-2928.48,IL,COMMERCIAL AUTOMOBILE,7/14/2018,7/14/2019,0.0015,R,SMITH INSURANCE AGENCY INC,0.026000000000000002,WRITTEN,0.6
CA10000421702,5867,12868.74,-7001.74,IL,COMMERCIAL AUTOMOBILE,7/14/2018,7/14/2019,0.0015,R,SMITH INSURANCE AGENCY INC,0.026000000000000002,WRITTEN,0.6
CA10000421703,6439,1565.56,4873.44,IL,COMMERCIAL AUTOMOBILE,7/14/2019,7/14/2020,0.0015,R,SMITH INSURANCE AGENCY INC,0.026000000000000002,WRITTEN,0.0
CA10000421703,26228,5664.89,20563.11,IL,COMMERCIAL AUTOMOBILE,7/14/2019,7/14/2020,0.0015,R,SMITH INSURANCE AGENCY INC,0.026000000000000002,WRITTEN,0.0
CA10000426803,58,1556.34,-1498.34,OH,COMMERCIAL AUTOMOBILE,7/27/2018,7/27/2019,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.025,WRITTEN,0.0
CA10000426803,75,3949.59,-3874.59,OH,COMMERCIAL AUTOMOBILE,7/27/2018,7/27/2019,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.025,WRITTEN,0.0
CA10000426804,5285,953.03,4331.97,OH,COMMERCIAL AUTOMOBILE,7/27/2019,7/27/2020,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.025,WRITTEN,0.0
CA10000426804,15766,2843.05,12922.95,OH,COMMERCIAL AUTOMOBILE,7/27/2019,7/27/2020,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.025,WRITTEN,0.0
CA10000427203,36,769.22,-733.22,PA,COMMERCIAL AUTOMOBILE,11/12/2018,11/12/2019,0.0015,N,ALAN WILLIAMS & ASSOC INS AGY INC,0.039,WRITTEN,0.0
CA10000427203,1255,10495.26,-9240.26,PA,COMMERCIAL AUTOMOBILE,11/12/2018,11/12/2019,0.0015,N,ALAN WILLIAMS & ASSOC INS AGY INC,0.039,WRITTEN,0.0
CA10000427203,2287,69474.4,-67187.4,PA,COMMERCIAL AUTOMOBILE,11/12/2018,11/12/2019,0.0015,N,ALAN WILLIAMS & ASSOC INS AGY INC,0.039,WRITTEN,0.0
CA10000427303,0,299.24,0.0,AL,COMMERCIAL AUTOMOBILE,8/11/2018,8/11/2019,0.0015,R,FOUNDATION RISK PARTNERS CORP,0.04,WRITTEN,0.0
CA10000427303,0,26995.2,0.0,AL,COMMERCIAL AUTOMOBILE,8/11/2018,8/11/2019,0.0015,R,FOUNDATION RISK PARTNERS CORP,0.04,WRITTEN,0.0
CA10000427303,0,5122.42,0.0,AL,COMMERCIAL AUTOMOBILE,8/11/2018,8/11/2019,0.0015,R,FOUNDATION RISK PARTNERS CORP,0.04,WRITTEN,0.0
CA10000427304,594,82.77,511.23,AL,COMMERCIAL AUTOMOBILE,8/11/2019,8/11/2020,0.0015,R,FOUNDATION RISK PARTNERS CORP,0.04,WRITTEN,0.0
CA10000427304,61228,8531.77,52696.23,AL,COMMERCIAL AUTOMOBILE,8/11/2019,8/11/2020,0.0015,R,FOUNDATION RISK PARTNERS CORP,0.04,WRITTEN,0.0
CA10000427304,10374,1445.56,8928.44,AL,COMMERCIAL AUTOMOBILE,8/11/2019,8/11/2020,0.0015,R,FOUNDATION RISK PARTNERS CORP,0.04,WRITTEN,0.0
CA10000429003,303,3709.83,-3406.83,IL,COMMERCIAL AUTOMOBILE,8/2/2018,8/2/2019,0.0015,R,ROSS & YERGER INSURANCE INC,0.026000000000000002,WRITTEN,0.8
CA10000429003,649,10013.41,-9364.41,IL,COMMERCIAL AUTOMOBILE,8/2/2018,8/2/2019,0.0015,R,ROSS & YERGER INSURANCE INC,0.026000000000000002,WRITTEN,0.8
CA10000429004,8180,1340.98,6839.02,IL,COMMERCIAL AUTOMOBILE,8/2/2019,8/2/2020,0.0015,R,ROSS & YERGER INSURANCE INC,0.026000000000000002,WRITTEN,0.6
CA10000429004,20836,3415.74,17420.26,IL,COMMERCIAL AUTOMOBILE,8/2/2019,8/2/2020,0.0015,R,ROSS & YERGER INSURANCE INC,0.026000000000000002,WRITTEN,0.6
CA10000429203,192,28221.77,-28029.77,FL,COMMERCIAL AUTOMOBILE,7/27/2018,7/27/2019,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.006,WRITTEN,0.0
CA10000429203,145,10902.21,-10757.21,FL,COMMERCIAL AUTOMOBILE,7/27/2018,7/27/2019,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.006,WRITTEN,0.0
CA10000429204,52259,9283.12,42975.88,FL,COMMERCIAL AUTOMOBILE,7/27/2019,7/27/2020,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.006,WRITTEN,0.0
CA10000429204,20395,3573.32,16821.68,FL,COMMERCIAL AUTOMOBILE,7/27/2019,7/27/2020,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.006,WRITTEN,0.0
CA10000432703,0,7907.36,0.0,AL,COMMERCIAL AUTOMOBILE,8/26/2018,8/26/2019,0.0015,R,SOUTHGROUP INS & FIN SVS/CLARKSDALE,0.04,WRITTEN,0.0
CA10000432703,0,2399.87,0.0,AL,COMMERCIAL AUTOMOBILE,8/26/2018,8/26/2019,0.0015,R,SOUTHGROUP INS & FIN SVS/CLARKSDALE,0.04,WRITTEN,0.0
CA10000432704,12606,1239.93,11366.07,AL,COMMERCIAL AUTOMOBILE,8/26/2019,8/26/2020,0.0015,R,SOUTHGROUP INS & FIN SVS/CLARKSDALE,0.04,WRITTEN,0.0
CA10000432704,3836,377.31,3458.69,AL,COMMERCIAL AUTOMOBILE,8/26/2019,8/26/2020,0.0015,R,SOUTHGROUP INS & FIN SVS/CLARKSDALE,0.04,WRITTEN,0.0
CA10000435303,-175,896.04,0.0,TN,COMMERCIAL AUTOMOBILE,8/1/2018,8/1/2019,0.0015,R,MCGRIFF INS SVCS INC/RIDGELAND,0.04,WRITTEN,0.0
CA10000435303,-318,2043.62,0.0,TN,COMMERCIAL AUTOMOBILE,8/1/2018,8/1/2019,0.0015,R,MCGRIFF INS SVCS INC/RIDGELAND,0.04,WRITTEN,0.0
CA10000435304,1508,251.33,1256.67,TN,COMMERCIAL AUTOMOBILE,8/1/2019,8/1/2020,0.0015,R,MCGRIFF INS SVCS INC/RIDGELAND,0.04,WRITTEN,0.0
CA10000435304,3338,556.33,2781.67,TN,COMMERCIAL AUTOMOBILE,8/1/2019,8/1/2020,0.0015,R,MCGRIFF INS SVCS INC/RIDGELAND,0.04,WRITTEN,0.0
CA10000436103,101,7533.74,-7432.74,AL,COMMERCIAL AUTOMOBILE,7/21/2018,7/21/2019,0.0015,R,BROWN & BROWN OF FL INC/NAPLES,0.04,WRITTEN,0.0
CA10000436103,2,660.26,-658.26,AL,COMMERCIAL AUTOMOBILE,7/21/2018,7/21/2019,0.0015,R,BROWN & BROWN OF FL INC/NAPLES,0.04,WRITTEN,0.0
CA10000436103,83,47135.84,-47052.84,AL,COMMERCIAL AUTOMOBILE,7/21/2018,7/21/2019,0.0015,R,BROWN & BROWN OF FL INC/NAPLES,0.04,WRITTEN,0.0
CA10000436104,99493,19569.21,79923.79,AL,COMMERCIAL AUTOMOBILE,7/21/2019,7/21/2020,0.0015,R,BROWN & BROWN OF FL INC/NAPLES,0.04,WRITTEN,0.8
CA10000436104,1304,256.52,1047.48,AL,COMMERCIAL AUTOMOBILE,7/21/2019,7/21/2020,0.0015,R,BROWN & BROWN OF FL INC/NAPLES,0.04,WRITTEN,0.8
CA10000436104,17343,3411.74,13931.26,AL,COMMERCIAL AUTOMOBILE,7/21/2019,7/21/2020,0.0015,R,BROWN & BROWN OF FL INC/NAPLES,0.04,WRITTEN,0.8
CA10000436303,0,42.95,-42.95,NC,COMMERCIAL AUTOMOBILE,7/21/2018,7/21/2019,0.0015,R,BROWN & BROWN OF FL INC/NAPLES,0.04,WRITTEN,0.6
CA10000436303,0,2167.5,0.0,NC,COMMERCIAL AUTOMOBILE,7/21/2018,7/21/2019,0.0015,R,BROWN & BROWN OF FL INC/NAPLES,0.04,WRITTEN,0.6
CA10000436303,0,5911.05,-5911.05,NC,COMMERCIAL AUTOMOBILE,7/21/2018,7/21/2019,0.0015,R,BROWN & BROWN OF FL INC/NAPLES,0.04,WRITTEN,0.6
CA10000436304,13710,3368.65,10341.35,NC,COMMERCIAL AUTOMOBILE,7/21/2019,7/21/2020,0.0015,R,BROWN & BROWN OF FL INC/FT MYERS,0.04,WRITTEN,0.0
CA10000436304,4634,1073.03,3560.97,NC,COMMERCIAL AUTOMOBILE,7/21/2019,7/21/2020,0.0015,R,BROWN & BROWN OF FL INC/FT MYERS,0.04,WRITTEN,0.0
CA10000436304,103,27.23,75.77,NC,COMMERCIAL AUTOMOBILE,7/21/2019,7/21/2020,0.0015,R,BROWN & BROWN OF FL INC/FT MYERS,0.04,WRITTEN,0.0
CA10000436703,0,1229.33,0.0,IN,COMMERCIAL AUTOMOBILE,8/4/2018,8/4/2019,0.0015,R,WRC INC/CLARK INS AGY/BATESVILLE,0.04,WRITTEN,0.0
CA10000436703,0,1904.96,0.0,IN,COMMERCIAL AUTOMOBILE,8/4/2018,8/4/2019,0.0015,R,WRC INC/CLARK INS AGY/BATESVILLE,0.04,WRITTEN,0.0
CA10000436704,240,240.0,0.0,IN,COMMERCIAL AUTOMOBILE,8/4/2019,9/4/2019,0.0015,R,WRC INC/CLARK INS AGY/BATESVILLE,0.04,WRITTEN,0.0
CA10000436704,257,257.0,0.0,IN,COMMERCIAL AUTOMOBILE,8/4/2019,9/4/2019,0.0015,R,WRC INC/CLARK INS AGY/BATESVILLE,0.04,WRITTEN,0.0
CA10000437103,324,10360.65,-10036.65,NC,COMMERCIAL AUTOMOBILE,7/31/2018,7/31/2019,0.0015,R,BXS INSURANCE INC,0.04,WRITTEN,0.0
CA10000437103,335,2022.42,-1687.42,NC,COMMERCIAL AUTOMOBILE,7/31/2018,7/31/2019,0.0015,R,BXS INSURANCE INC,0.04,WRITTEN,0.0
CA10000437104,20334,3444.56,16889.44,NC,COMMERCIAL AUTOMOBILE,7/31/2019,7/31/2020,0.0015,R,BXS INSURANCE INC,0.04,WRITTEN,0.0
CA10000437104,4235,717.4,3517.6,NC,COMMERCIAL AUTOMOBILE,7/31/2019,7/31/2020,0.0015,R,BXS INSURANCE INC,0.04,WRITTEN,0.0
CA10000437303,0,239.43,-239.43,GA,COMMERCIAL AUTOMOBILE,7/21/2018,7/21/2019,0.0015,R,BROWN & BROWN OF FL INC/NAPLES,0.036000000000000004,WRITTEN,0.0
CA10000437303,0,13538.81,-13538.81,GA,COMMERCIAL AUTOMOBILE,7/21/2018,7/21/2019,0.0015,R,BROWN & BROWN OF FL INC/NAPLES,0.036000000000000004,WRITTEN,0.0
CA10000437303,0,2278.2,-2278.2,GA,COMMERCIAL AUTOMOBILE,7/21/2018,7/21/2019,0.0015,R,BROWN & BROWN OF FL INC/NAPLES,0.036000000000000004,WRITTEN,0.0
CA10000437304,4402,852.56,3549.44,GA,COMMERCIAL AUTOMOBILE,7/21/2019,7/21/2020,0.0015,R,BROWN & BROWN OF FL INC/FT MYERS,0.036000000000000004,WRITTEN,0.0
CA10000437304,526,103.48,422.52,GA,COMMERCIAL AUTOMOBILE,7/21/2019,7/21/2020,0.0015,R,BROWN & BROWN OF FL INC/FT MYERS,0.036000000000000004,WRITTEN,0.0
CA10000437304,28242,5555.8,22686.2,GA,COMMERCIAL AUTOMOBILE,7/21/2019,7/21/2020,0.0015,R,BROWN & BROWN OF FL INC/FT MYERS,0.036000000000000004,WRITTEN,0.0
CA10000438103,0,1169.21,0.0,NC,COMMERCIAL AUTOMOBILE,8/16/2018,8/16/2019,0.0015,N,SOUTHGROUP INS & FIN SVS/LAUREL,0.04,WRITTEN,0.8
CA10000438103,0,1204.65,0.0,NC,COMMERCIAL AUTOMOBILE,8/16/2018,8/16/2019,0.0015,N,SOUTHGROUP INS & FIN SVS/LAUREL,0.04,WRITTEN,0.8
CA10000438104,2060,258.91,1801.09,OH,COMMERCIAL AUTOMOBILE,8/16/2019,8/16/2020,0.0015,N,SOUTHGROUP INS & FIN SVS/LAUREL,0.025,WRITTEN,0.6
CA10000438104,1879,236.16,1642.84,OH,COMMERCIAL AUTOMOBILE,8/16/2019,8/16/2020,0.0015,N,SOUTHGROUP INS & FIN SVS/LAUREL,0.025,WRITTEN,0.6
CA10000439403,0,1696.76,0.0,GA,COMMERCIAL AUTOMOBILE,8/3/2018,8/3/2019,0.0015,R,ARTHUR J GALLAGHER RISK MGT SVS INC,0.036000000000000004,WRITTEN,0.0
CA10000439403,0,403.38,0.0,GA,COMMERCIAL AUTOMOBILE,8/3/2018,8/3/2019,0.0015,R,ARTHUR J GALLAGHER RISK MGT SVS INC,0.036000000000000004,WRITTEN,0.0
CA10000439404,725,116.87,608.13,GA,COMMERCIAL AUTOMOBILE,8/3/2019,8/3/2020,0.0015,R,ARTHUR J GALLAGHER RISK MGT SVS INC,0.036000000000000004,WRITTEN,0.0
CA10000439404,2967,478.29,2488.71,GA,COMMERCIAL AUTOMOBILE,8/3/2019,8/3/2020,0.0015,R,ARTHUR J GALLAGHER RISK MGT SVS INC,0.036000000000000004,WRITTEN,0.0
CA10000442903,0,1472.38,-1472.38,MS,COMMERCIAL AUTOMOBILE,6/9/2018,6/9/2019,0.0015,N,SIHLE INS GROUP INC/ALT SPGS/AG,0.028999999999999998,WRITTEN,0.0
CA10000442903,0,648.35,0.0,MS,COMMERCIAL AUTOMOBILE,6/9/2018,6/9/2019,0.0015,N,SIHLE INS GROUP INC/ALT SPGS/AG,0.028999999999999998,WRITTEN,0.0
CA10000442903,0,34817.73,0.0,MS,COMMERCIAL AUTOMOBILE,6/9/2018,6/9/2019,0.0015,N,SIHLE INS GROUP INC/ALT SPGS/AG,0.028999999999999998,WRITTEN,0.0
CA10000443503,29,2704.9,-2675.9,OH,COMMERCIAL AUTOMOBILE,8/1/2018,8/1/2019,0.0015,N,FISHER BROWN BOTTRELL INSURANCE INC,0.025,WRITTEN,0.0
CA10000443503,581,8815.42,-8234.42,OH,COMMERCIAL AUTOMOBILE,8/1/2018,8/1/2019,0.0015,N,FISHER BROWN BOTTRELL INSURANCE INC,0.025,WRITTEN,0.0
CA10000444003,1040,28144.33,-27104.33,GA,COMMERCIAL AUTOMOBILE,9/1/2018,9/1/2019,0.0015,R,GEORGE H ODIORNE INS AGCY INC/AG,0.036000000000000004,WRITTEN,0.0
CA10000444003,382,6122.46,-5740.46,GA,COMMERCIAL AUTOMOBILE,9/1/2018,9/1/2019,0.0015,R,GEORGE H ODIORNE INS AGCY INC/AG,0.036000000000000004,WRITTEN,0.0
CA10000444003,23,361.88,-338.88,GA,COMMERCIAL AUTOMOBILE,9/1/2018,9/1/2019,0.0015,R,GEORGE H ODIORNE INS AGCY INC/AG,0.036000000000000004,WRITTEN,0.0
CA10000444004,11796,966.89,10829.11,GA,COMMERCIAL AUTOMOBILE,9/1/2019,9/1/2020,0.0015,R,GEORGE H ODIORNE INS AGCY INC/AG,0.036000000000000004,WRITTEN,0.0
CA10000444004,711,58.28,652.72,GA,COMMERCIAL AUTOMOBILE,9/1/2019,9/1/2020,0.0015,R,GEORGE H ODIORNE INS AGCY INC/AG,0.036000000000000004,WRITTEN,0.0
CA10000444004,43744,3585.57,40158.43,GA,COMMERCIAL AUTOMOBILE,9/1/2019,9/1/2020,0.0015,R,GEORGE H ODIORNE INS AGCY INC/AG,0.036000000000000004,WRITTEN,0.0
CA10000444303,0,161.64,-161.64,IN,COMMERCIAL AUTOMOBILE,8/25/2018,8/25/2019,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0.0
CA10000444304,250,25.27,224.73,IN,COMMERCIAL AUTOMOBILE,8/25/2019,8/25/2020,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0.0
CA10000446803,-553,33659.19,0.0,OH,COMMERCIAL AUTOMOBILE,8/1/2018,8/1/2019,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.025,WRITTEN,0.0
CA10000446803,617,17161.71,-16544.71,OH,COMMERCIAL AUTOMOBILE,8/1/2018,8/1/2019,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.025,WRITTEN,0.0
CA10000446804,31330,5221.67,26108.33,OH,COMMERCIAL AUTOMOBILE,8/1/2019,8/1/2020,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.025,WRITTEN,0.0
CA10000446804,54212,9035.33,45176.67,OH,COMMERCIAL AUTOMOBILE,8/1/2019,8/1/2020,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.025,WRITTEN,0.0
CA10000447404,0,1151.84,0.0,IN,COMMERCIAL AUTOMOBILE,12/11/2018,12/11/2019,0.0015,N,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0.8
CA10000447404,15,2971.7,-2956.7,IN,COMMERCIAL AUTOMOBILE,12/11/2018,12/11/2019,0.0015,N,FISHER BROWN BOTTRELL INSURANCE INC,0.04,WRITTEN,0.8
CA10000451003,201,6046.65,-5845.65,SC,COMMERCIAL AUTOMOBILE,7/28/2018,7/28/2019,0.0015,R,SOUTHGROUP INS & FIN SVS/CLARKSDALE,0.025,WRITTEN,0.6
CA10000451003,102,2265.77,-2163.77,SC,COMMERCIAL AUTOMOBILE,7/28/2018,7/28/2019,0.0015,R,SOUTHGROUP INS & FIN SVS/CLARKSDALE,0.025,WRITTEN,0.6
CA10000451004,4271,758.51,3512.49,SC,COMMERCIAL AUTOMOBILE,7/28/2019,7/28/2020,0.0015,R,SOUTHGROUP INS & FIN SVS/CLARKSDALE,0.025,WRITTEN,0.0
CA10000451004,11302,2007.19,9294.81,SC,COMMERCIAL AUTOMOBILE,7/28/2019,7/28/2020,0.0015,R,SOUTHGROUP INS & FIN SVS/CLARKSDALE,0.025,WRITTEN,0.0
CA10000451303,0,66530.11,-66530.11,PA,COMMERCIAL AUTOMOBILE,8/31/2018,8/31/2019,0.0015,R,ASSUREDPARTNERS OF FLORIDA LLC/AG,0.039,WRITTEN,0.0
CA10000451303,0,1205.36,-1205.36,PA,COMMERCIAL AUTOMOBILE,8/31/2018,8/31/2019,0.0015,R,ASSUREDPARTNERS OF FLORIDA LLC/AG,0.039,WRITTEN,0.0
CA10000451303,0,7610.07,-7610.07,PA,COMMERCIAL AUTOMOBILE,8/31/2018,8/31/2019,0.0015,R,ASSUREDPARTNERS OF FLORIDA LLC/AG,0.039,WRITTEN,0.0
CA10000451304,109745,9295.34,100449.66,PA,COMMERCIAL AUTOMOBILE,8/31/2019,8/31/2020,0.0015,R,ASSUREDPARTNERS OF FLORIDA LLC/AG,0.039,WRITTEN,0.0
CA10000451304,2131,180.49,1950.51,PA,COMMERCIAL AUTOMOBILE,8/31/2019,8/31/2020,0.0015,R,ASSUREDPARTNERS OF FLORIDA LLC/AG,0.039,WRITTEN,0.0
CA10000451304,14410,1220.52,13189.48,PA,COMMERCIAL AUTOMOBILE,8/31/2019,8/31/2020,0.0015,R,ASSUREDPARTNERS OF FLORIDA LLC/AG,0.039,WRITTEN,0.0
CA10000453803,205,6036.32,-5831.32,PA,COMMERCIAL AUTOMOBILE,8/7/2018,8/7/2019,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.039,WRITTEN,0.0
CA10000453803,0,8679.07,-8679.07,PA,COMMERCIAL AUTOMOBILE,8/7/2018,8/7/2019,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.039,WRITTEN,0.0
CA10000453804,9795,1471.93,8323.07,PA,COMMERCIAL AUTOMOBILE,8/7/2019,8/7/2020,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.039,WRITTEN,0.0
CA10000453804,16103,2419.85,13683.15,PA,COMMERCIAL AUTOMOBILE,8/7/2019,8/7/2020,0.0015,R,FISHER BROWN BOTTRELL INSURANCE INC,0.039,WRITTEN,0.0
CA10000456903,-1995,9620.91,0.0,TN,COMMERCIAL AUTOMOBILE,9/6/2018,9/6/2019,0.0015,N,VALEK INSURANCE LLC,0.04,WRITTEN,0.0
CA10000456903,-350,2708.21,0.0,TN,COMMERCIAL AUTOMOBILE,9/6/2018,9/6/2019,0.0015,N,VALEK INSURANCE LLC,0.04,WRITTEN,0.0
CA10000456903,-57,197.79,0.0,TN,COMMERCIAL AUTOMOBILE,9/6/2018,9/6/2019,0.0015,N,VALEK INSURANCE LLC,0.04,WRITTEN,0.0
CA10000459303,0,1563.21,0.0,IL,COMMERCIAL AUTOMOBILE,10/1/2018,10/1/2019,0.0015,N,SOUTHGROUP INS & FIN/CLARKSDALE/AG,0.026000000000000002,WRITTEN,0.8
CA10000459303,0,740.47,0.0,IL,COMMERCIAL AUTOMOBILE,10/1/2018,10/1/2019,0.0015,N,SOUTHGROUP INS & FIN/CLARKSDALE/AG,0.026000000000000002,WRITTEN,0.8
CA10000460403,607,21598.12,-20991.12,FL,COMMERCIAL AUTOMOBILE,8/14/2018,8/14/2019,0.0015,R,SMITH INSURANCE AGENCY INC,0.006,WRITTEN,0.6
CA10000460403,307,4520.18,-4213.18,FL,COMMERCIAL AUTOMOBILE,8/14/2018,8/14/2019,0.0015,R,SMITH INSURANCE AGENCY INC,0.006,WRITTEN,0.6
CA10000460404,8099,1062.16,7036.84,FL,COMMERCIAL AUTOMOBILE,8/14/2019,8/14/2020,0.0015,R,SMITH INSURANCE AGENCY INC,0.006,WRITTEN,0.0
CA10000460404,36040,4726.56,31313.44,FL,COMMERCIAL AUTOMOBILE,8/14/2019,8/14/2020,0.0015,R,SMITH INSURANCE AGENCY INC,0.006,WRITTEN,0.0
CA10000462203,0,7587.5,0.0,NC,COMMERCIAL AUTOMOBILE,8/12/2018,8/12/2019,0.0015,R,WRC INC/CLARK INS AGY/BATESVILLE,0.04,WRITTEN,0.0
CA10000462203,0,2252.61,0.0,NC,COMMERCIAL AUTOMOBILE,8/12/2018,8/12/2019,0.0015,R,WRC INC/CLARK INS AGY/BATESVILLE,0.04,WRITTEN,0.0
CA10000462204,12131,1657.24,10473.76,NC,COMMERCIAL AUTOMOBILE,8/12/2019,8/12/2020,0.0015,R,WRC INC/CLARK INS AGY/BATESVILLE,0.04,WRITTEN,0.0
CA10000462204,3449,471.17,2977.83,NC,COMMERCIAL AUTOMOBILE,8/12/2019,8/12/2020,0.0015,R,WRC INC/CLARK INS AGY/BATESVILLE,0.04,WRITTEN,0.0
CA10000463703,0,303.58,-303.58,NC,COMMERCIAL AUTOMOBILE,8/17/2018,8/17/2019,0.0015,R,SOUTHGROUP INS & FIN SVS/LAUREL,0.04,WRITTEN,0.0
CA10000463703,0,698.99,0.0,NC,COMMERCIAL AUTOMOBILE,8/17/2018,8/17/2019,0.0015,R,SOUTHGROUP INS & FIN SVS/LAUREL,0.04,WRITTEN,0.0
CA10000463704,546,67.13,478.87,NC,COMMERCIAL AUTOMOBILE,8/17/2019,8/17/2020,0.0015,R,SOUTHGROUP INS & FIN SVS/LAUREL,0.04,WRITTEN,0.0
CA10000463704,1141,140.29,1000.71,NC,COMMERCIAL AUTOMOBILE,8/17/2019,8/17/2020,0.0015,R,SOUTHGROUP INS & FIN SVS/LAUREL,0.04,WRITTEN,0.0
CA10000464902,735,6657.52,-5922.52,NC,COMMERCIAL AUTOMOBILE,8/9/2018,8/9/2019,0.0015,R,SMITH INSURANCE AGENCY INC,0.04,WRITTEN,0.0
CA10000464903,14248,2063.23,12184.77,NC,COMMERCIAL AUTOMOBILE,8/9/2019,8/9/2020,0.0015,R,SMITH INSURANCE AGENCY INC,0.04,WRITTEN,0.0
CA10000465703,0,3101.75,0.0,KY,COMMERCIAL AUTOMOBILE,9/1/2018,9/1/2019,0.0015,R,SOUTHGROUP INS & FIN SVS/GREENWOOD1,0.013999999999999999,WRITTEN,0.8
CA10000465703,0,1667.05,-1667.05,KY,COMMERCIAL AUTOMOBILE,9/1/2018,9/1/2019,0.0015,R,SOUTHGROUP INS & FIN SVS/GREENWOOD1,0.013999999999999999,WRITTEN,0.8
CA10000465704,1736,142.3,1593.7,KY,COMMERCIAL AUTOMOBILE,9/1/2019,9/1/2020,0.0015,R,SOUTHGROUP INS & FIN SVS/GREENWOOD1,0.013999999999999999,WRITTEN,0.6
CA10000465704,2686,220.16,2465.84,KY,COMMERCIAL AUTOMOBILE,9/1/2019,9/1/2020,0.0015,R,SOUTHGROUP INS & FIN SVS/GREENWOOD1,0.013999999999999999,WRITTEN,0.6
CA10000466603,-1156,164.84,0.0,TN,COMMERCIAL AUTOMOBILE,9/1/2018,1/8/2019,0.0015,N,BYRNE INSURANCE AGENCY INC,0.04,WRITTEN,0.0
CA10000466603,-5300,760.89,0.0,TN,COMMERCIAL AUTOMOBILE,9/1/2018,1/8/2019,0.0015,N,BYRNE INSURANCE AGENCY INC,0.04,WRITTEN,0.0
CA10000466902,1036,13562.98,-12526.98,KY,COMMERCIAL AUTOMOBILE,8/15/2018,8/15/2019,0.0015,N,OLIN HILL & ASSOCIATES INC,0.013999999999999999,WRITTEN,0.0
CA10000466902,8197,112520.82,-104323.82,KY,COMMERCIAL AUTOMOBILE,8/15/2018,8/15/2019,0.0015,N,OLIN HILL & ASSOCIATES INC,0.013999999999999999,WRITTEN,0.0
